"Accident_Index","Location_Easting_OSGR ","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_(District)","Local_Authority_(Highway)","1st_Road_Class","1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","2nd_Road_Class","2nd_Road_Number","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location"
"2009120159555","457760","452380","-1.121075","53.964283000000002","12","3","2","1","2009-09-13","1","08:35:00.0000000","189","E06000014","3","59","6","30","3","2","6","0","0","5","1","1","1","0","0","1","1","E01013338"
"2009120160352","460090","452160","-1.0856079999999999","53.962040000000002","12","3","2","1","2009-09-14","2","17:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","4","1","1","1","0","0","1","2","E01013366"
"2009120161161","462860","451280","-1.0435760000000001","53.953803999999998","12","3","1","1","2009-09-15","3","21:43:00.0000000","189","E06000014","3","1079","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","2","E01013402"
"2009120161223","460450","451750","-1.080203","53.958314000000001","12","3","1","1","2009-09-16","4","07:42:00.0000000","189","E06000014","6","7210","6","30","3","2","6","0","0","5","1","1","2","0","0","1","1","E01013367"
"2009120161610","461900","456030","-1.05724","53.996606","12","3","2","1","2009-09-15","3","08:15:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","2","E01013407"
"2009120162606","465770","451070","-0.99928300000000003","53.951554999999999","12","3","2","1","2009-09-18","6","12:57:00.0000000","189","E06000014","4","1228","6","60","0","-1","-1","0","0","0","1","1","1","0","1","2","1","E01013351"
"2009120162744","468340","448350","-0.96073600000000003","53.926779000000003","12","3","1","1","2009-09-18","6","17:30:00.0000000","189","E06000014","4","1228","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013451"
"2009120164013","461030","451810","-1.071353","53.958784999999999","12","3","2","1","2009-09-20","1","11:12:00.0000000","189","E06000014","3","1036","6","30","8","4","6","0","0","0","1","1","1","0","0","1","1","E01013367"
"2009120164607","460120","452090","-1.0851649999999999","53.961407999999999","12","3","2","1","2009-09-21","2","08:30:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","2","E01013366"
"2009120164853","454600","453560","-1.1690259999999999","53.975230000000003","12","3","1","1","2009-09-21","2","23:19:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","6","1","2","0","0","2","1","E01013426"
"2009120165181","459980","451740","-1.087367","53.958278999999997","12","3","2","1","2009-09-22","3","15:35:00.0000000","189","E06000014","4","1227","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013415"
"2009120165910","457610","454880","-1.1228899999999999","53.986766000000003","12","3","1","1","2009-09-23","4","14:46:00.0000000","189","E06000014","3","1237","1","60","1","4","3","19","0","8","1","1","1","0","0","2","1","E01013432"
"2009120166033","459200","453180","-1.0989739999999999","53.971308999999998","12","3","2","2","2009-09-24","5","01:56:00.0000000","189","E06000014","3","19","6","30","6","2","6","0","0","5","4","1","1","0","0","1","1","E01013346"
"2009120166796","462560","451650","-1.048071","53.957165000000003","12","3","2","1","2009-09-24","5","17:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013401"
"2009120166844","460920","448190","-1.07375","53.926265999999998","12","3","2","1","2009-09-10","5","11:15:00.0000000","189","E06000014","3","64","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","2","E01013365"
"2009120168262","460060","450930","-1.0863069999999999","53.950989999999997","12","3","2","2","2009-09-27","1","10:45:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","5","1","1","1","0","0","1","2","E01013413"
"2009120169023","462080","451270","-1.0554619999999999","53.953808000000002","12","3","2","1","2009-09-28","2","17:30:00.0000000","189","E06000014","3","1079","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013403"
"2009120169736","460730","453630","-1.075563","53.975175999999998","12","2","1","1","2009-09-29","3","21:10:00.0000000","189","E06000014","6","0","6","30","9","4","6","0","0","8","7","1","1","0","0","1","1","E01013348"
"2009120170010","459730","451430","-1.091237","53.955522000000002","12","3","2","1","2009-09-29","3","18:30:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","5","1","1","1","1","0","1","2","E01013415"
"2009120170617","458240","448670","-1.1144670000000001","53.930888000000003","12","3","2","1","2009-10-01","5","09:40:00.0000000","189","E06000014","3","1036","6","30","3","4","6","0","0","5","1","1","2","0","0","1","1","E01013355"
"2009120170716","457430","450580","-1.1264430000000001","53.948143000000002","12","3","1","1","2009-10-01","5","15:15:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013447"
"2009120170749","457790","452370","-1.1206199999999999","53.964188999999998","12","3","2","1","2009-10-01","5","15:47:00.0000000","189","E06000014","3","59","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013392"
"2009120170901","467030","458470","-0.97846100000000003","54.017893000000001","12","3","2","2","2009-10-01","5","19:30:00.0000000","189","E06000014","3","64","6","60","8","4","-1","-1","0","0","6","1","1","0","0","2","1","E01013437"
"2009120171227","464880","451570","-1.012737","53.956161000000002","12","3","2","1","2009-10-02","6","11:00:00.0000000","189","E06000014","3","64","3","40","1","2","3","64","0","0","1","8","2","0","0","2","1","E01013351"
"2009120171325","460420","451310","-1.0807469999999999","53.954363000000001","12","3","3","1","2009-10-02","6","14:35:00.0000000","189","E06000014","3","1036","6","30","1","2","6","0","0","4","1","8","2","0","0","1","1","E01013367"
"2009120172354","459080","451240","-1.101178","53.953888999999997","12","1","3","1","2009-10-03","7","20:18:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013397"
"2009120172901","461060","452270","-1.0708040000000001","53.962916","12","3","1","2","2009-10-04","1","17:33:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","4","1","1","1","0","0","1","1","E01013383"
"2009120173137","458250","448710","-1.1143069999999999","53.931246000000002","12","2","2","1","2009-10-05","2","08:50:00.0000000","189","E06000014","3","1036","6","30","3","2","6","0","0","5","1","1","1","0","0","1","1","E01013355"
"2009120173338","455660","447320","-1.154002","53.919038","12","3","1","1","2009-10-05","2","08:25:00.0000000","189","E06000014","3","64","6","60","5","4","3","64","0","0","1","1","1","0","0","2","1","E01013424"
"2009120173681","459300","455540","-1.096991","53.992507000000003","12","3","2","1","2009-10-06","3","08:15:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","1","1","E01013431"
"2009120173830","460740","451020","-1.0759289999999999","53.951720000000002","12","3","1","1","2009-10-05","2","17:30:00.0000000","189","E06000014","3","19","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013364"
"2009120174017","460050","453510","-1.085952","53.974176999999997","12","3","2","1","2009-10-06","3","14:20:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","1","1","2","2","0","0","1","2","E01013345"
"2009120174327","460200","452410","-1.0838829999999999","53.964274000000003","12","3","1","1","2009-10-07","4","10:20:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013366"
"2009120174597","461070","451080","-1.070889","53.952219999999997","12","3","2","1","2009-10-06","3","14:16:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","0","1","1","1","0","0","1","2","E01013364"
"2009120174642","463160","451300","-1.0390010000000001","53.953946999999999","12","3","2","2","2009-07-16","5","11:45:00.0000000","189","E06000014","3","1079","6","40","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013398"
"2009120174882","458580","452550","-1.108546","53.965718000000003","12","3","2","1","2009-10-08","5","10:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013392"
"2009120175198","457240","450850","-1.1292869999999999","53.950589999999998","12","3","2","1","2009-10-08","5","18:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013445"
"2009120175232","461330","448160","-1.0675129999999999","53.925947999999998","12","3","2","3","2009-10-08","5","15:38:00.0000000","189","E06000014","3","64","1","40","1","4","3","19","0","0","1","1","1","0","0","2","1","E01013365"
"2009120175664","457830","450070","-1.1204460000000001","53.943514999999998","12","3","2","1","2009-10-09","6","15:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","1","1","1","1","0","0","1","1","E01013443"
"2009120175790","461090","452620","-1.0702769999999999","53.966056999999999","12","3","2","1","2009-10-09","6","15:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013382"
"2009120176163","460200","453480","-1.083672","53.973889999999997","12","3","1","1","2009-10-09","6","20:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013350"
"2009120176249","460860","456510","-1.0730059999999999","54.001043000000003","12","3","3","1","2009-10-10","7","11:35:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","1","1","1","0","0","2","2","E01013407"
"2009120176271","460460","451750","-1.0800510000000001","53.958312999999997","12","3","1","1","2009-10-10","7","12:48:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","0","1","1","1","0","0","1","1","E01013367"
"2009120176326","456180","447140","-1.146118","53.917364999999997","12","3","2","3","2009-10-10","7","12:40:00.0000000","189","E06000014","6","6710","6","30","3","4","6","0","0","0","1","1","1","0","0","2","2","E01013424"
"2009120176586","461420","448070","-1.0661609999999999","53.925128999999998","12","3","4","1","2009-10-10","7","19:55:00.0000000","189","E06000014","3","64","3","70","9","4","3","19","0","0","6","1","1","0","0","2","1","E01013365"
"2009120176593","464170","455380","-1.0227539999999999","53.990487999999999","12","2","2","3","2009-10-10","7","15:25:00.0000000","189","E06000014","3","64","1","40","1","2","3","1237","0","0","1","1","1","0","0","2","1","E01013437"
"2009120176843","464160","455270","-1.0229299999999999","53.989500999999997","12","2","1","1","2009-10-11","1","07:45:00.0000000","189","E06000014","3","64","6","30","1","4","3","1237","0","0","1","1","1","6","0","2","1","E01013437"
"2009120177191","459550","450040","-1.0942510000000001","53.943050999999997","12","3","2","1","2009-10-10","7","18:20:00.0000000","189","E06000014","6","0","6","20","0","-1","-1","0","0","0","1","1","2","0","0","2","2","E01013412"
"2009120177350","461020","455070","-1.070854","53.988083000000003","12","2","1","1","2009-10-11","1","02:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013410"
"2009120178046","457430","451390","-1.1262909999999999","53.955421999999999","12","3","2","1","2009-10-13","3","09:21:00.0000000","189","E06000014","4","1224","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1","E01013441"
"2009120178604","460950","454930","-1.071949","53.986832999999997","12","3","2","1","2009-10-14","4","07:15:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","4","1","1","0","0","2","2","E01013404"
"2009120179289","461850","452480","-1.0587219999999999","53.964708999999999","12","3","2","1","2009-10-15","5","07:30:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","1","1","2","0","0","1","2","E01013380"
"2009120180286","460210","451650","-1.08388","53.957442999999998","12","3","1","1","2009-10-16","6","23:44:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013415"
"2009120180383","460310","451690","-1.0823480000000001","53.957791","12","3","1","1","2009-10-17","7","02:55:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","1","4","1","1","0","0","1","1","E01013366"
"2009120180552","464160","455000","-1.0229870000000001","53.987074","12","3","2","1","2009-10-17","7","11:40:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013437"
"2009120180563","457630","451450","-1.123232","53.955939000000001","12","2","1","1","2009-10-17","7","12:39:00.0000000","189","E06000014","4","1224","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","1","E01013394"
"2009120181267","456590","453800","-1.138644","53.977173000000001","12","3","3","6","2009-10-18","1","13:09:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120181840","460180","451080","-1.084449","53.952323999999997","12","1","1","1","2009-10-19","2","13:56:00.0000000","189","E06000014","3","1036","2","30","7","4","3","1036","0","4","1","1","1","0","0","1","1","E01013415"
"2009120181929","459400","452930","-1.095974","53.96904","12","2","2","1","2009-10-19","2","17:10:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013346"
"2009120182414","456830","456040","-1.134568","53.997276999999997","12","3","2","2","2009-10-20","3","15:10:00.0000000","189","E06000014","3","19","6","60","0","-1","-1","0","0","0","1","2","2","0","0","2","1","E01013430"
"2009120183392","466760","452770","-0.98382899999999995","53.966706000000002","12","3","1","1","2009-10-22","5","09:00:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","2","2","E01013352"
"2009120184679","458760","449730","-1.106344","53.940354999999997","12","3","2","1","2009-10-24","7","13:13:00.0000000","189","E06000014","3","1036","6","30","3","2","6","0","0","0","1","2","2","0","0","1","1","E01013357"
"2009120185334","460750","451350","-1.0757110000000001","53.954684","12","3","2","1","2009-10-25","1","10:47:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013367"
"2009120185749","456570","453770","-1.138954","53.976906","12","3","2","3","2009-10-26","2","11:35:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120185830","458870","450980","-1.104428","53.951576000000003","12","3","1","1","2009-10-26","2","10:33:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013397"
"2009120187987","460930","454930","-1.072254","53.986834999999999","12","3","2","1","2009-10-29","5","19:15:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","4","1","1","0","0","2","1","E01013404"
"2009120188274","459690","452630","-1.091612","53.96631","12","3","2","1","2009-10-30","6","07:26:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013344"
"2009120189077","459610","452710","-1.092816","53.967039","12","3","3","2","2009-10-31","7","08:55:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013344"
"2009120190702","458790","455550","-1.1047670000000001","53.992654999999999","12","2","4","2","2009-11-02","2","17:05:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","1","1","0","0","1","1","E01013429"
"2009120190830","460480","451360","-1.079823","53.954805999999998","12","3","2","1","2009-11-02","2","20:10:00.0000000","189","E06000014","3","1036","1","30","1","4","6","0","0","1","4","2","2","0","0","1","1","E01013367"
"2009120191259","456860","452100","-1.134844","53.961866000000001","12","2","1","1","2009-10-03","7","14:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013337"
"2009120191263","457120","456270","-1.130101","53.999312000000003","12","3","2","1","2009-11-03","3","15:40:00.0000000","189","E06000014","6","0","6","30","8","4","6","0","0","0","5","1","1","0","0","2","2","E01013430"
"2009120191675","460040","451630","-1.0864739999999999","53.957282999999997","12","3","1","1","2009-11-03","3","13:44:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013415"
"2009120191844","464980","451720","-1.0111810000000001","53.957495999999999","12","3","2","1","2009-11-04","4","17:30:00.0000000","189","E06000014","3","64","7","60","1","2","3","1079","0","5","4","2","2","0","0","2","1","E01013351"
"2009120192060","458750","455300","-1.1054250000000001","53.990412999999997","12","3","2","1","2009-11-04","4","18:30:00.0000000","189","E06000014","6","0","1","40","1","4","6","0","0","4","4","2","2","0","0","1","2","E01013429"
"2009120192593","464860","451570","-1.0130410000000001","53.956162999999997","12","3","2","1","2009-11-05","5","15:32:00.0000000","189","E06000014","3","1079","1","40","1","4","6","0","0","0","1","1","1","0","0","2","2","E01013351"
"2009120193276","459840","453700","-1.089116","53.975909000000001","12","3","2","1","2009-11-06","6","19:45:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","1","E01013347"
"2009120193389","461180","448450","-1.069739","53.928572000000003","12","2","2","3","2009-11-06","6","21:59:00.0000000","189","E06000014","3","19","6","60","3","4","4","1222","0","0","6","1","2","0","0","2","1","E01013365"
"2009120193477","462410","458160","-1.0490250000000001","54.015686000000002","12","3","4","3","2009-11-06","6","22:30:00.0000000","189","E06000014","6","0","6","60","8","4","-1","-1","0","0","6","1","2","0","0","2","1","E01013436"
"2009120193611","460470","451350","-1.079977","53.954717000000002","12","3","2","1","2009-11-07","7","02:30:00.0000000","189","E06000014","3","1036","1","30","1","4","6","0","0","1","4","1","4","0","0","1","2","E01013367"
"2009120194458","460580","456370","-1.077305","53.999817","12","3","3","2","2009-11-08","1","16:35:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013407"
"2009120195614","459760","452560","-1.0905590000000001","53.965673000000002","12","3","2","1","2009-11-10","3","17:45:00.0000000","189","E06000014","3","19","2","30","3","4","6","0","0","0","4","1","2","4","0","1","1","E01013344"
"2009120195679","457610","452120","-1.1234109999999999","53.961962999999997","12","3","2","1","2009-11-10","3","17:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013335"
"2009120195686","459140","451230","-1.100266","53.953792","12","3","2","1","2009-10-13","3","09:00:00.0000000","189","E06000014","6","0","6","30","3","4","3","59","0","4","1","1","1","0","0","1","2","E01013391"
"2009120195776","458230","452030","-1.1139790000000001","53.961084999999997","12","3","1","1","2009-11-10","3","23:24:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","2","1","1","E01013393"
"2009120195928","460110","452250","-1.085286","53.962846999999996","12","3","1","1","2009-11-11","4","10:50:00.0000000","189","E06000014","3","1036","6","30","3","2","6","0","0","4","1","1","2","0","0","1","1","E01013366"
"2009120196445","459660","452650","-1.092066","53.966493999999997","12","3","2","1","2009-11-11","4","16:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013344"
"2009120196467","459450","453190","-1.0951610000000001","53.971370999999998","12","3","2","1","2009-11-12","5","08:53:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013346"
"2009120196786","459660","455030","-1.0915999999999999","53.987881999999999","12","3","1","1","2009-11-12","5","17:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","7","1","1","0","0","1","2","E01013431"
"2009120196821","461850","452480","-1.0587219999999999","53.964708999999999","12","3","2","1","2009-11-12","5","17:20:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","4","2","2","0","0","1","2","E01013380"
"2009120197304","460890","456510","-1.072549","54.001038999999999","12","3","2","1","2009-11-13","6","17:09:00.0000000","189","E06000014","3","1237","6","60","1","4","6","0","0","0","4","8","2","0","0","2","1","E01013407"
"2009120197384","459320","453620","-1.097059","53.975250000000003","12","2","2","1","2009-11-13","6","20:05:00.0000000","189","E06000014","5","419","6","30","3","4","6","0","0","1","4","1","1","0","0","1","2","E01013349"
"2009120197450","457770","450890","-1.121205","53.950890999999999","12","2","2","1","2009-11-13","6","18:55:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","4","5","2","0","0","1","1","E01013443"
"2009120198777","458500","449770","-1.1102970000000001","53.940744000000002","12","3","2","1","2009-11-16","2","08:41:00.0000000","189","E06000014","6","0","6","20","0","-1","-1","0","0","1","1","2","2","0","0","1","1","E01013358"
"2009120199004","457060","452230","-1.131772","53.963011999999999","12","3","2","1","2009-11-16","2","08:45:00.0000000","189","E06000014","6","0","2","30","6","4","6","0","0","0","1","2","2","0","0","1","2","E01013335"
"2009120199189","460870","450690","-1.074014","53.948739000000003","12","3","2","1","2009-11-16","2","08:30:00.0000000","189","E06000014","6","0","6","30","3","4","3","19","0","0","1","2","2","0","0","1","2","E01013364"
"2009120199619","460860","453510","-1.0736049999999999","53.974083","12","3","2","1","2009-11-17","3","16:30:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","1","8","1","1","1","0","0","1","1","E01013348"
"2009120199740","457840","451480","-1.1200270000000001","53.956184999999998","12","3","1","1","2009-11-17","3","12:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","1","1","1","1","0","0","1","1","E01013396"
"2009120199805","456880","452240","-1.1345130000000001","53.963121999999998","12","3","2","1","2009-11-17","3","22:09:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","1","E01013337"
"2009120200271","460510","458260","-1.0779970000000001","54.01681","12","3","1","1","2009-11-18","4","17:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","2","0","0","1","2","E01013370"
"2009120201174","463090","462170","-1.037817","54.051639000000002","12","3","2","1","2009-11-20","6","08:45:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","2","2","0","0","2","1","E01013438"
"2009120201444","457070","447710","-1.132463","53.92239","12","3","3","1","2009-11-20","6","17:04:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","7","1","1","0","0","2","1","E01013421"
"2009120201993","460440","451740","-1.080357","53.958224999999999","12","3","1","1","2009-11-21","7","13:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","4","1","1","2","0","0","1","1","E01013367"
"2009120202442","460460","451350","-1.08013","53.954718","12","3","1","1","2009-11-22","1","09:30:00.0000000","189","E06000014","3","1036","1","30","1","4","3","1036","0","0","1","1","2","0","0","1","1","E01013367"
"2009120202551","460870","448200","-1.0745089999999999","53.926361999999997","12","3","2","1","2009-11-22","1","14:00:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013365"
"2009120203826","459190","453170","-1.0991280000000001","53.971221","12","3","2","1","2009-11-24","3","17:25:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013346"
"2009120204072","460480","451360","-1.079823","53.954805999999998","12","3","2","1","2009-11-25","4","07:20:00.0000000","189","E06000014","3","1036","1","30","1","2","3","1036","0","0","4","4","2","0","0","1","1","E01013367"
"2009120204211","460330","453010","-1.0817829999999999","53.969650999999999","12","3","2","2","2009-11-25","4","12:40:00.0000000","189","E06000014","4","1363","6","30","0","-1","-1","0","0","4","1","1","2","0","0","1","2","E01013343"
"2009120204226","457280","450790","-1.1286890000000001","53.950046999999998","12","3","2","1","2009-11-25","4","12:37:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","1","1","1","0","0","1","1","E01013445"
"2009120204272","460990","451460","-1.0720320000000001","53.955644999999997","12","3","2","1","2009-11-25","4","13:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","4","1","0","0","1","2","E01013367"
"2009120205031","460050","452310","-1.0861879999999999","53.963393000000003","12","3","2","1","2009-11-26","5","22:00:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013366"
"2009120205339","461310","452500","-1.066948","53.964953000000001","12","3","2","1","2009-11-27","6","13:45:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","1","1","2","4","0","1","1","E01013383"
"2009120205446","462910","451280","-1.0428139999999999","53.953797000000002","12","2","1","1","2009-11-27","6","15:58:00.0000000","189","E06000014","3","1079","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","1","E01013402"
"2009120205604","461050","453950","-1.0706199999999999","53.978014000000002","12","3","2","1","2009-11-27","6","21:05:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","4","1","1","0","0","1","2","E01013406"
"2009120205870","459790","452530","-1.0901080000000001","53.965400000000002","12","3","2","1","2009-11-27","6","17:45:00.0000000","189","E06000014","3","19","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","2","E01013344"
"2009120206368","462350","454040","-1.050783","53.978667999999999","12","3","1","1","2009-11-29","1","06:50:00.0000000","189","E06000014","3","1036","6","40","0","-1","-1","0","0","0","4","2","2","0","0","2","1","E01013409"
"2009120206455","461040","453400","-1.070883","53.973072999999999","12","3","1","1","2009-11-29","1","02:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","1","0","1","2","E01013382"
"2009120206564","460220","451810","-1.083696","53.958880000000001","12","3","1","1","2009-11-29","1","16:02:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","4","2","2","0","6","1","1","E01013367"
"2009120206709","459660","451510","-1.0922879999999999","53.956249","12","3","2","1","2009-11-28","7","18:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013415"
"2009120206959","459190","458390","-1.098115","54.018130999999997","12","3","2","1","2009-11-29","1","13:10:00.0000000","189","E06000014","4","1363","6","60","3","4","6","0","0","0","1","1","2","0","0","2","2","E01013377"
"2009120206991","467080","449340","-0.97970400000000002","53.935841000000003","12","3","2","1","2009-11-30","2","08:00:00.0000000","189","E06000014","4","1228","6","60","0","-1","-1","0","0","0","1","8","2","0","0","2","2","E01013351"
"2009120207923","460180","451070","-1.0844510000000001","53.952233999999997","12","3","2","1","2009-12-01","3","17:45:00.0000000","189","E06000014","6","0","2","30","3","4","3","59","0","1","4","1","1","0","0","1","2","E01013416"
"2009120207930","458830","455570","-1.1041529999999999","53.992829999999998","12","3","3","2","2009-12-01","3","18:20:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","1","2","0","0","1","1","E01013429"
"2009120208073","459990","450940","-1.087372","53.951087999999999","12","3","2","1","2009-12-02","4","00:48:00.0000000","189","E06000014","3","59","6","30","0","-1","-1","0","0","0","4","2","2","0","0","1","1","E01013416"
"2009120208168","459300","450910","-1.09789","53.950898000000002","12","3","2","2","2009-12-02","4","09:00:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","0","1","1","2","0","0","1","1","E01013417"
"2009120208385","458500","455270","-1.1092439999999999","53.990170999999997","12","3","1","1","2009-12-02","4","16:55:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","1","4","1","2","0","0","1","1","E01013429"
"2009120208759","460870","452580","-1.0736380000000001","53.965724000000002","12","3","2","2","2009-12-02","4","14:20:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","0","1","4","1","0","0","1","2","E01013369"
"2009120208805","460770","451160","-1.0754440000000001","53.952973999999998","12","3","1","1","2009-12-02","4","17:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013363"
"2009120209019","460670","451850","-1.0768310000000001","53.959187","12","3","2","1","2009-12-16","4","17:12:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013367"
"2009120209060","460780","458210","-1.073887","54.016328999999999","12","3","2","1","2009-12-03","5","19:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","2","E01013370"
"2009120209483","460410","451960","-1.0807709999999999","53.960205999999999","12","3","1","1","2009-12-04","6","14:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013367"
