"Accident_Index","Location_Easting_OSGR ","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_(District)","Local_Authority_(Highway)","1st_Road_Class","1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","2nd_Road_Class","2nd_Road_Number","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location"
"2009120209598","457390","447860","-1.1275630000000001","53.923703000000003","12","3","4","3","2009-12-04","6","16:59:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","6","1","2","0","0","2","1","E01013425"
"2009120210022","458730","454000","-1.10598","53.978732000000001","12","1","2","1","2009-12-05","7","10:22:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","1","1","1","2","0","0","1","1","E01013435"
"2009120210037","460050","452310","-1.0861879999999999","53.963393000000003","12","3","2","1","2009-12-05","7","11:03:00.0000000","189","E06000014","3","19","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013366"
"2009120210364","457530","454940","-1.124098","53.987313999999998","12","3","2","1","2009-12-05","7","09:30:00.0000000","189","E06000014","3","19","6","60","1","4","3","1237","0","0","1","1","1","0","0","2","2","E01013432"
"2009120211125","459960","451790","-1.0876619999999999","53.958730000000003","12","3","1","1","2009-12-07","2","08:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013415"
"2009120211697","464830","451680","-1.0134749999999999","53.957155","12","3","1","1","2009-12-08","3","08:38:00.0000000","189","E06000014","3","64","7","70","3","4","3","1079","0","0","1","1","2","0","0","2","1","E01013351"
"2009120211765","459910","451860","-1.0884100000000001","53.959364999999998","12","2","1","1","2009-12-07","2","10:26:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","2","E01013415"
"2009120211841","460220","452440","-1.083572","53.964542000000002","12","3","1","1","2009-12-08","3","13:40:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","1","E01013366"
"2009120211996","460190","452180","-1.0840799999999999","53.962209000000001","12","3","1","1","2009-12-08","3","10:30:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013366"
"2009120212510","460170","448380","-1.0851329999999999","53.928061","12","3","5","1","2009-12-09","4","16:26:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","6","1","2","0","0","2","1","E01013340"
"2009120212558","459110","448320","-1.1012850000000001","53.927644000000001","12","3","2","1","2009-12-09","4","17:30:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","4","1","2","0","0","2","2","E01013340"
"2009120213005","460130","451630","-1.0851029999999999","53.957273000000001","12","3","2","1","2009-12-10","5","14:00:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1","E01013415"
"2009120213018","463830","451950","-1.028656","53.959705999999997","12","3","1","1","2009-12-10","5","14:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013420"
"2009120213073","462130","456040","-1.0537300000000001","53.996668","12","2","2","2","2009-12-09","4","20:45:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","4","1","2","0","0","1","1","E01013409"
"2009120213283","460770","451170","-1.075442","53.953063999999998","12","3","2","1","2009-12-10","5","19:20:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","2","E01013363"
"2009120213609","459600","452710","-1.0929679999999999","53.967039999999997","12","3","2","1","2009-12-11","6","11:15:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013344"
"2009120213746","455890","453380","-1.1493930000000001","53.973475000000001","12","3","2","2","2009-12-11","6","17:35:00.0000000","189","E06000014","3","59","6","40","0","-1","-1","0","0","0","4","1","1","0","0","2","2","E01013426"
"2009120213786","460150","450840","-1.084954","53.950170999999997","12","3","2","1","2009-12-11","6","18:28:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","4","4","1","1","0","0","1","1","E01013418"
"2009120214207","460850","452480","-1.0739620000000001","53.964827","12","3","2","1","2009-12-12","7","07:45:00.0000000","189","E06000014","3","1036","1","30","1","4","3","1036","0","0","4","1","2","0","0","1","2","E01013369"
"2009120214518","460010","451960","-1.086867","53.960251999999997","12","3","2","1","2009-12-12","7","21:05:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","2","0","0","1","1","E01013366"
"2009120214577","458520","449250","-1.1100920000000001","53.936067999999999","12","3","4","2","2009-12-12","7","23:23:00.0000000","189","E06000014","6","0","6","30","3","4","3","1036","0","0","4","1","2","0","0","1","1","E01013357"
"2009120215398","460050","453520","-1.08595","53.974266999999998","12","3","2","1","2009-12-14","2","11:03:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","0","1","1","2","0","0","1","1","E01013350"
"2009120215463","456780","451110","-1.136247","53.952978000000002","12","3","2","1","2009-12-07","2","18:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","1","2","E01013442"
"2009120215579","460870","452500","-1.0736540000000001","53.965004999999998","12","3","2","1","2009-12-14","2","16:35:00.0000000","189","E06000014","6","0","6","30","1","4","6","0","0","0","4","2","2","0","0","1","1","E01013369"
"2009120215602","459110","447510","-1.101442","53.920363999999999","12","3","2","1","2009-12-14","2","18:35:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","2","1","E01013340"
"2009120216073","465400","451690","-1.004788","53.957174000000002","12","3","2","1","2009-12-15","3","16:42:00.0000000","189","E06000014","3","1079","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013351"
"2009120216164","460140","451630","-1.084951","53.957272000000003","12","3","1","1","2009-12-15","3","18:20:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","4","4","1","2","0","0","1","1","E01013415"
"2009120216554","459400","448410","-1.0968519999999999","53.928420000000003","12","3","2","1","2009-12-16","4","13:50:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","2","2","0","0","2","1","E01013412"
"2009120217119","461610","451050","-1.0626679999999999","53.951886999999999","12","3","1","1","2009-12-17","5","15:07:00.0000000","189","E06000014","6","0","6","30","2","4","6","0","0","0","6","1","1","0","0","1","2","E01013363"
"2009120217339","457410","451390","-1.1265959999999999","53.955424000000001","12","3","2","1","2009-12-17","5","17:40:00.0000000","189","E06000014","6","0","1","30","1","4","4","1224","0","0","4","3","2","0","0","1","1","E01013336"
"2009120217538","457350","449750","-1.127818","53.940693000000003","12","2","1","1","2009-12-18","6","01:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","3","3","0","0","1","1","E01013448"
"2009120217813","467980","448090","-0.966275","53.924489999999999","12","3","2","2","2009-12-18","6","11:20:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","3","0","0","2","2","E01013451"
"2009120218069","467030","453260","-0.97960599999999998","53.971074000000002","12","3","2","2","2009-12-18","6","15:20:00.0000000","189","E06000014","3","166","6","60","0","-1","-1","0","0","0","1","3","2","0","0","2","1","E01013351"
"2009120218183","464390","456340","-1.0191969999999999","53.999088","12","3","2","1","2009-12-18","6","19:10:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","6","3","4","0","0","2","1","E01013409"
"2009120218767","463680","456370","-1.0300199999999999","53.999445000000001","12","3","2","1","2009-12-19","7","12:50:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","1","3","0","0","2","1","E01013409"
"2009120218827","463600","456370","-1.0312399999999999","53.999454999999998","12","3","1","2","2009-12-18","6","13:00:00.0000000","189","E06000014","6","0","6","40","0","-1","-1","0","0","0","1","3","3","0","0","2","2","E01013409"
"2009120218970","467740","453950","-0.96863100000000002","53.977181999999999","12","3","1","1","2009-12-19","7","19:39:00.0000000","189","E06000014","3","166","6","60","0","-1","-1","0","0","0","6","3","3","0","0","2","1","E01013351"
"2009120221210","456830","451520","-1.1354089999999999","53.956657","12","3","2","1","2009-12-23","4","21:20:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","8","4","1","4","0","0","1","1","E01013337"
"2009120222048","463050","460580","-1.0387580000000001","54.037356000000003","12","3","1","1","2009-12-25","6","15:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","4","0","0","2","1","E01013438"
"2009120222370","458620","455470","-1.107375","53.991954999999997","12","3","2","1","2009-12-26","7","14:15:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","1","1","2","0","0","1","2","E01013429"
"2009120222554","462180","447000","-1.0548059999999999","53.915422","12","3","1","1","2009-12-26","7","21:41:00.0000000","189","E06000014","3","19","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013450"
"2009120224100","460390","451640","-1.0811390000000001","53.957332000000001","12","3","1","1","2009-12-29","3","15:45:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","1","1","2","0","0","1","2","E01013367"
"2009120224238","460430","451430","-1.0805709999999999","53.955441","12","3","2","1","2009-12-29","3","15:21:00.0000000","189","E06000014","4","1227","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","2","E01013367"
"2009120224405","458760","455230","-1.105286","53.989781999999998","12","3","2","1","2009-12-30","4","15:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013429"
"2009120224613","455950","452460","-1.148647","53.965200000000003","12","3","1","1","2009-12-30","4","20:50:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013422"
"2005120010376","460040","453500","-1.0861069999999999","53.974088000000002","12","3","2","1","2005-01-01","7","09:45:00.0000000","189","E06000014","6","0","6","30","3","4","-1","-1","0","0","1","1","1","0","0","1","-1","E01013345"
"2005120050055","460370","452820","-1.0812109999999999","53.967939000000001","12","3","2","1","2005-01-05","4","07:31:00.0000000","189","E06000014","6","0","6","30","7","2","6","0","0","0","1","1","1","0","0","1","-1","E01013368"
"2005120050157","460930","454930","-1.072254","53.986834999999999","12","3","2","1","2005-01-05","4","09:53:00.0000000","189","E06000014","6","0","1","40","1","4","6","0","0","0","1","1","1","0","0","2","-1","E01013404"
"2005120050486","460870","450600","-1.0740320000000001","53.947929999999999","12","3","2","1","2005-01-05","4","14:17:00.0000000","189","E06000014","3","19","6","30","0","2","-1","0","0","0","1","1","1","4","0","1","-1","E01013364"
"2005120050498","456770","454010","-1.135861","53.979041000000002","12","2","2","1","2005-01-05","4","14:24:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","1","4","1","0","0","2","1","E01013422"
"2005120050812","457000","447640","-1.133542","53.921768999999998","12","3","1","1","2005-01-05","4","22:13:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","6","1","2","0","0","2","-1","E01013423"
"2005120060189","461840","452470","-1.0588759999999999","53.964619999999996","12","3","2","1","2005-01-06","5","09:53:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","1","1","2","0","0","1","-1","E01013380"
"2005120060850","460050","457720","-1.0851230000000001","54.012011000000001","12","3","2","1","2005-01-06","5","20:45:00.0000000","189","E06000014","6","0","2","30","3","4","-1","-1","0","0","1","5","2","0","0","1","-1","E01013371"
"2005120090024","455940","451120","-1.149044","53.953158999999999","12","3","2","3","2005-01-09","1","00:43:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","4","2","2","0","0","2","-1","E01013421"
"2005120090470","462680","450450","-1.046489","53.946365999999998","12","3","1","1","2005-01-09","1","15:29:00.0000000","189","E06000014","6","0","3","30","0","-1","-1","0","0","0","1","4","2","0","0","1","-1","E01013378"
"2005120100065","461710","451320","-1.0610900000000001","53.954301000000001","12","1","2","1","2005-01-10","2","05:53:00.0000000","189","E06000014","3","1079","6","30","3","4","-1","-1","0","0","4","4","1","0","0","1","-1","E01013400"
"2005120100862","456790","450930","-1.136128","53.951358999999997","12","3","2","1","2005-01-10","2","17:19:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013442"
"2005120110291","464050","455320","-1.024597","53.989964000000001","12","3","2","2","2005-01-11","3","10:38:00.0000000","189","E06000014","3","1036","3","40","1","4","-1","-1","0","0","4","1","1","0","0","2","-1","E01013437"
"2005120120096","461070","449470","-1.0712109999999999","53.937752000000003","12","3","1","1","2005-01-12","4","08:43:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","-1","E01013365"
"2005120120836","456300","448490","-1.1440429999999999","53.929484000000002","12","2","4","1","2005-01-12","4","19:28:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","5","2","0","0","2","-1","E01013421"
"2005120130086","461990","456920","-1.0556859999999999","54.004593","12","3","2","1","2005-01-13","5","08:19:00.0000000","189","E06000014","3","1237","1","60","1","-1","-1","-1","0","0","1","4","2","0","0","2","-1","E01013408"
"2005120130676","457610","454930","-1.1228800000000001","53.987215999999997","12","2","3","1","2005-01-13","5","16:26:00.0000000","189","E06000014","3","1237","6","60","1","4","3","19","0","0","1","1","1","0","0","2","1","E01013432"
"2005120130698","460210","452410","-1.0837300000000001","53.964272999999999","12","3","2","1","2005-01-13","5","08:50:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","-1","E01013366"
"2005120140057","452730","454120","-1.1974370000000001","53.980455999999997","12","3","1","1","2005-01-14","6","06:12:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","6","1","2","0","0","2","-1","E01013426"
"2005120140089","457880","449480","-1.119796","53.938206999999998","12","3","2","1","2005-01-14","6","08:22:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","8","4","0","0","1","1","E01013353"
"2005120140804","456230","453150","-1.144252","53.971370999999998","12","3","2","1","2005-01-14","6","18:22:00.0000000","189","E06000014","3","1237","6","60","0","-1","3","59","0","0","4","1","1","0","0","2","-1","E01013422"
"2005120150273","460900","450730","-1.0735490000000001","53.949095","12","3","2","1","2005-01-15","7","11:46:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013364"
"2005120150589","461540","460280","-1.0618719999999999","54.034841999999998","12","2","2","2","2005-01-15","7","19:21:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","6","2","2","0","0","2","-1","E01013376"
"2005120180181","463620","456370","-1.0309349999999999","53.999451999999998","12","2","1","1","2005-01-18","3","09:11:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","1","4","0","0","2","-1","E01013409"
