Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2008120154018,1,2,2,1,18,4,3,0,0,2,0,-1,9,1,
2008120154018,1,3,2,1,18,4,3,0,0,1,0,-1,9,1,
2008120154470,1,1,3,2,16,4,3,5,3,0,0,-1,0,1,
2008120154530,2,1,1,1,56,9,3,0,0,0,0,-1,3,1,
2008120155055,1,1,1,1,56,9,3,0,0,0,0,-1,9,1,
2008120155055,2,2,1,1,63,9,2,0,0,0,0,-1,9,1,
2008120155548,1,1,1,2,22,5,3,0,0,0,0,-1,9,1,
2008120156200,1,1,1,2,30,6,3,0,0,0,0,-1,9,1,
2008120157186,1,1,1,1,37,7,3,0,0,0,0,-1,9,2,
2008120158706,2,1,1,1,20,4,3,0,0,0,0,-1,1,-1,
2008120158951,2,1,1,2,30,6,3,0,0,0,0,-1,1,1,
2008120158968,2,1,1,2,23,5,3,0,0,0,0,-1,1,1,
2008120159929,1,1,1,1,73,10,1,0,0,0,0,-1,4,1,
2008120160060,2,1,1,2,25,5,3,0,0,0,0,-1,1,1,
2008120160113,2,1,1,1,41,7,2,0,0,0,0,-1,1,1,
2008120160188,1,1,1,1,87,11,3,0,0,0,0,-1,9,1,
2008120160188,2,2,1,2,59,9,3,0,0,0,0,-1,9,1,
2008120160267,1,1,1,1,21,5,2,0,0,0,0,-1,9,1,
2008120160267,1,2,2,2,30,6,3,0,0,1,0,-1,9,1,
2008120160298,1,1,1,2,39,7,3,0,0,0,0,-1,9,1,
2008120162571,2,1,1,2,44,7,3,0,0,0,0,-1,1,1,
2008120170393,2,1,1,1,13,3,3,0,0,0,0,-1,1,1,
2008120180451,1,1,1,1,44,7,3,0,0,0,0,-1,9,1,
2008120180451,1,2,2,2,12,3,3,0,0,2,0,-1,9,1,
2008120180451,1,3,2,2,69,10,3,0,0,1,0,-1,9,1,
2008120180451,1,4,2,2,15,3,3,0,0,2,0,-1,9,1,
2008120190109,1,1,1,1,38,7,3,0,0,0,0,-1,9,1,
2008120210378,3,1,1,1,22,5,3,0,0,0,0,-1,1,1,
2008120210457,1,1,1,1,18,4,2,0,0,0,0,-1,1,1,
2008120220178,2,1,1,1,30,6,3,0,0,0,0,-1,9,1,
2008120220281,2,1,1,1,38,7,2,0,0,0,0,-1,3,1,
2008120220353,1,1,3,1,12,3,2,4,1,0,0,-1,0,1,
2008120220426,2,1,2,1,34,6,3,0,0,1,0,-1,9,2,
2008120230200,2,1,1,1,38,7,3,0,0,0,0,-1,1,1,
2008120230357,2,1,1,1,51,8,3,0,0,0,0,-1,9,3,
2008120240375,1,1,3,1,80,11,3,5,1,0,0,-1,0,1,
2008120240380,1,1,1,1,19,4,3,0,0,0,0,-1,3,1,
2008120240415,1,1,1,2,43,7,3,0,0,0,0,-1,9,3,
2008120240415,2,2,1,2,53,8,3,0,0,0,0,-1,9,3,
2008120250482,1,1,3,1,11,3,3,5,4,0,0,-1,0,-1,
2008120250626,2,1,1,2,36,7,3,0,0,0,0,-1,1,1,
2008120270518,1,1,1,1,54,8,3,0,0,0,0,-1,9,1,
2008120270518,1,3,2,2,53,8,3,0,0,1,0,-1,9,1,
2008120270518,2,2,1,1,40,7,3,0,0,0,0,-1,9,1,
2008120270518,2,4,2,2,38,7,3,0,0,1,0,-1,9,1,
2008120270533,2,1,1,1,16,4,3,0,0,0,0,-1,1,1,
2008120270606,2,1,1,1,40,7,3,0,0,0,0,-1,1,3,
2008120290316,2,1,1,1,22,5,1,0,0,0,0,-1,1,1,
2008120300050,2,1,1,1,29,6,3,0,0,0,0,-1,9,3,
2008120310238,2,1,1,1,38,7,2,0,0,0,0,-1,9,3,
2008120310238,3,2,1,2,43,7,3,0,0,0,0,-1,9,3,
2008120310292,2,1,2,2,65,9,3,0,0,0,4,-1,11,1,
2008120310292,2,2,2,2,71,10,3,0,0,0,4,-1,11,1,
2008120310462,2,1,1,1,16,4,3,0,0,0,0,-1,2,1,
2008120340402,1,1,1,2,30,6,3,0,0,0,0,-1,9,1,
2008120360352,1,1,1,2,17,4,3,0,0,0,0,-1,9,3,
2008120360352,2,2,1,2,66,10,3,0,0,0,0,-1,9,3,
2008120370043,2,1,1,1,36,7,3,0,0,0,0,-1,1,1,
2008120370343,2,1,1,1,83,11,3,0,0,0,0,-1,9,1,
2008120370343,3,2,1,2,26,6,3,0,0,0,0,-1,9,2,
2008120380603,2,1,1,1,17,4,3,0,0,0,0,-1,1,3,
2008120390414,1,1,1,1,21,5,3,0,0,0,0,-1,9,1,
2008120390414,1,2,2,1,20,4,3,0,0,1,0,-1,9,1,
2008120400277,1,1,3,1,16,4,3,10,9,0,0,-1,0,1,
2008120410083,1,1,3,2,23,5,3,9,5,0,0,-1,0,1,
2008120410349,2,1,1,1,53,8,3,0,0,0,0,-1,5,1,
2008120410526,1,1,1,1,50,8,3,0,0,0,0,-1,8,-1,
2008120420457,1,1,1,1,17,4,3,0,0,0,0,-1,1,-1,
2008120440082,1,1,1,2,17,4,3,0,0,0,0,-1,9,1,
2008120440082,2,2,1,1,57,9,3,0,0,0,0,-1,9,1,
2008120450378,2,1,1,2,35,6,3,0,0,0,0,-1,9,1,
2008120460661,2,1,1,1,60,9,3,0,0,0,0,-1,1,1,
2008120470426,1,1,1,1,42,7,3,0,0,0,0,-1,3,1,
2008120470544,2,1,1,1,45,7,3,0,0,0,0,-1,4,1,
2008120470575,1,1,1,1,32,6,2,0,0,0,0,-1,9,3,
2008120470575,1,2,2,1,22,5,2,0,0,1,0,-1,9,3,
2008120470759,1,1,1,2,19,4,3,0,0,0,0,-1,9,1,
2008120480202,1,1,1,1,20,4,3,0,0,0,0,-1,9,1,
2008120480517,1,1,1,1,18,4,3,0,0,0,0,-1,9,1,
2008120480517,1,2,2,2,18,4,3,0,0,1,0,-1,9,1,
2008120490001,1,1,1,1,48,8,3,0,0,0,0,-1,9,1,
2008120490196,1,1,1,2,18,4,3,0,0,0,0,-1,9,1,
2008120500034,2,1,1,1,32,6,3,0,0,0,0,-1,9,1,
2008120500384,1,1,2,1,9,2,3,0,0,2,0,-1,9,1,
2008120500384,2,2,1,1,37,7,3,0,0,0,0,-1,9,1,
2008120500384,2,3,2,2,28,6,3,0,0,2,0,-1,9,1,
2008120510098,1,1,1,1,39,7,3,0,0,0,0,-1,19,-1,
2008120520209,1,3,2,2,68,10,2,0,0,1,0,-1,9,1,
2008120520209,1,4,1,2,82,11,1,0,0,0,0,-1,9,1,
2008120520209,2,1,1,1,46,8,3,0,0,0,0,-1,19,1,
2008120520209,2,2,2,1,75,10,3,0,0,0,0,-1,19,2,
2008120520298,1,1,3,1,78,11,3,10,9,0,0,-1,0,1,
2008120530251,1,1,2,2,50,8,3,0,0,0,4,-1,11,1,
2008120530251,1,2,2,2,50,8,3,0,0,0,4,-1,11,-1,
2008120560074,2,1,1,2,20,4,3,0,0,0,0,-1,3,3,
2008120560087,1,1,2,1,27,6,3,0,0,1,0,-1,9,3,
2008120560402,1,1,3,1,39,7,2,10,9,0,0,-1,0,1,
2008120590444,2,1,1,1,46,8,3,0,0,0,0,-1,9,1,
2008120600470,1,1,3,1,19,4,3,1,1,0,0,-1,0,1,
2008120600696,1,1,1,1,37,7,2,0,0,0,0,-1,9,1,
2008120610574,2,1,1,2,16,4,2,0,0,0,0,-1,2,1,
2008120640108,1,1,1,2,67,10,3,0,0,0,0,-1,9,3,
2008120640176,2,1,1,1,17,4,3,0,0,0,0,-1,1,1,
2008120640549,1,1,1,1,21,5,3,0,0,0,0,-1,9,3,
2008120640549,1,2,2,2,19,4,3,0,0,1,0,-1,9,-1,
2008120680581,2,1,2,1,20,4,3,0,0,0,3,-1,11,1,
2008120700094,1,1,3,2,20,4,3,5,1,0,0,-1,0,1,
2008120710253,1,1,3,2,38,7,2,6,9,0,0,-1,0,3,
2008120710371,1,1,1,1,24,5,3,0,0,0,0,-1,1,1,
2008120710516,2,1,1,1,25,5,3,0,0,0,0,-1,3,1,
2008120720187,1,1,3,2,42,7,2,9,9,0,0,-1,0,1,
2008120720495,1,1,1,2,51,8,3,0,0,0,0,-1,9,1,
2008120730050,1,1,3,1,36,7,3,6,9,0,0,-1,0,1,
2008120730090,2,1,1,1,24,5,3,0,0,0,0,-1,1,1,
2008120740335,1,4,2,2,32,6,3,0,0,0,4,-1,11,1,
2008120740335,2,1,1,1,20,4,3,0,0,0,0,-1,9,3,
2008120740335,2,2,3,2,27,6,2,6,9,0,0,-1,0,3,
2008120740335,2,3,2,2,25,5,3,0,0,1,0,-1,9,3,
2008120740460,2,1,1,1,24,5,3,0,0,0,0,-1,1,1,
2008120740557,1,1,1,2,41,7,3,0,0,0,0,-1,9,1,
2008120740557,1,4,2,1,10,2,3,0,0,1,0,-1,9,1,
2008120740557,2,2,1,1,29,6,3,0,0,0,0,-1,9,2,
2008120740557,2,3,2,2,26,6,3,0,0,1,0,-1,9,2,
2008120750259,1,1,1,2,17,4,3,0,0,0,0,-1,1,1,
2008120750357,1,1,3,1,50,8,3,7,5,0,0,-1,0,3,
2008120760298,2,1,1,1,57,9,3,0,0,0,0,-1,5,-1,
2008120770143,1,1,3,1,62,9,2,5,3,0,0,-1,0,1,
2008120780099,1,1,2,2,12,3,3,0,0,0,4,-1,11,3,
2008120780099,1,2,2,1,12,3,3,0,0,0,4,-1,11,3,
2008120780099,1,3,2,2,14,3,3,0,0,0,4,-1,11,3,
2008120780451,3,1,1,1,47,8,2,0,0,0,0,-1,5,1,
2008120780545,2,1,1,1,42,7,3,0,0,0,0,-1,1,1,
2008120790012,1,1,3,1,28,6,2,9,7,0,0,-1,0,1,
2008120800202,1,1,1,2,47,8,3,0,0,0,0,-1,9,1,
2008120800202,1,2,2,1,22,5,3,0,0,1,0,-1,9,1,
2008120800634,2,1,1,1,59,9,2,0,0,0,0,-1,9,1,
2008120800634,2,2,2,2,47,8,3,0,0,1,0,-1,9,1,
2008120810495,2,1,1,1,43,7,3,0,0,0,0,-1,5,1,
2008120830313,2,1,1,2,54,8,3,0,0,0,0,-1,1,1,
2008120830526,2,1,1,1,39,7,2,0,0,0,0,-1,1,1,
2008120840206,1,1,1,1,21,5,3,0,0,0,0,-1,19,1,
2008120840206,1,2,2,2,21,5,3,0,0,0,0,-1,19,2,
2008120850161,1,1,1,1,77,11,3,0,0,0,0,-1,1,1,
2008120850332,1,1,1,2,66,10,3,0,0,0,0,-1,9,1,
2008120860379,1,1,2,1,8,2,3,0,0,2,0,-1,9,1,
2008120860379,2,2,1,2,17,4,3,0,0,0,0,-1,9,1,
2008120870213,2,1,1,1,15,3,3,0,0,0,0,-1,1,1,
2008120870517,2,1,1,1,16,4,2,0,0,0,0,-1,1,1,
2008120870634,1,1,1,2,20,4,3,0,0,0,0,-1,9,3,
2008120880090,2,1,1,2,34,6,3,0,0,0,0,-1,1,1,
2008120890131,1,1,1,1,54,8,3,0,0,0,0,-1,1,1,
2008120900562,1,1,1,1,46,8,3,0,0,0,0,-1,9,1,
2008120920113,1,1,1,2,16,4,3,0,0,0,0,-1,2,1,
2008120920180,2,1,1,2,44,7,3,0,0,0,0,-1,9,3,
2008120920180,3,2,1,2,44,7,3,0,0,0,0,-1,9,1,
2008120930303,1,1,1,1,18,4,3,0,0,0,0,-1,3,-1,
2008120930322,2,1,1,1,67,10,3,0,0,0,0,-1,1,3,
2008120940653,1,1,2,2,45,7,3,0,0,2,0,-1,8,1,
2008120950205,1,1,2,2,5,1,3,0,0,2,0,-1,9,1,
2008120950205,1,2,2,2,17,4,3,0,0,1,0,-1,9,1,
2008120950205,1,3,2,2,12,3,3,0,0,2,0,-1,9,1,
2008120950205,2,4,2,2,54,8,3,0,0,1,0,-1,9,1,
2008120950205,2,5,2,2,7,2,3,0,0,2,0,-1,9,1,
2008120960147,1,1,1,1,30,6,3,0,0,0,0,-1,1,1,
2008120970235,1,1,1,1,39,7,3,0,0,0,0,-1,9,1,
2008120970235,2,2,1,2,42,7,3,0,0,0,0,-1,9,1,
2008120970276,2,1,1,1,31,6,2,0,0,0,0,-1,5,1,
2008120970371,3,1,1,1,68,10,2,0,0,0,0,-1,9,1,
2008120980054,1,1,1,1,45,7,3,0,0,0,0,-1,21,1,
2008120990108,1,1,1,2,17,4,3,0,0,0,0,-1,9,1,
2008120990108,2,2,1,1,67,10,3,0,0,0,0,-1,9,1,
2008120990363,2,1,1,1,42,7,3,0,0,0,0,-1,9,-1,
2008120990363,4,2,1,2,32,6,3,0,0,0,0,-1,9,1,
2008120990572,1,1,2,2,49,8,3,0,0,1,0,-1,9,1,
2008121010092,2,1,1,1,23,5,3,0,0,0,0,-1,5,1,
2008121010293,1,1,1,1,40,7,3,0,0,0,0,-1,9,1,
2008121010340,1,1,1,2,17,4,3,0,0,0,0,-1,9,2,
2008121010340,1,2,2,1,18,4,3,0,0,2,0,-1,9,1,
2008121010340,1,3,2,2,18,4,3,0,0,1,0,-1,9,-1,
2008121010340,2,4,2,2,18,4,3,0,0,1,0,-1,9,-1,
2008121010340,2,5,1,2,17,4,3,0,0,0,0,-1,9,2,
2008121020692,2,1,1,1,26,6,3,0,0,0,0,-1,1,1,
2008121040272,1,1,1,2,61,9,3,0,0,0,0,-1,9,2,
2008121040272,1,3,2,1,64,9,1,0,0,1,0,-1,9,2,
2008121040272,2,2,1,1,38,7,2,0,0,0,0,-1,9,1,
2008121040272,2,4,2,2,37,7,3,0,0,1,0,-1,9,1,
2008121040390,2,1,1,1,55,8,3,0,0,0,0,-1,9,1,
2008121040390,2,2,2,2,55,8,3,0,0,1,0,-1,9,1,
2008121050075,2,1,1,2,30,6,3,0,0,0,0,-1,9,-1,
2008121060023,1,1,1,1,31,6,2,0,0,0,0,-1,9,3,
2008121060023,1,2,2,1,29,6,2,0,0,1,0,-1,9,2,
2008121060023,1,3,2,1,18,4,3,0,0,2,0,-1,9,3,
2008121060039,1,1,1,1,20,4,2,0,0,0,0,-1,9,-1,
2008121060039,1,3,2,1,23,5,2,0,0,1,0,-1,9,1,
2008121060039,2,2,1,1,40,7,2,0,0,0,0,-1,9,1,
2008121060269,2,1,1,2,37,7,3,0,0,0,0,-1,9,1,
2008121060269,3,2,1,2,32,6,3,0,0,0,0,-1,9,1,
2008121060269,4,3,1,2,53,8,3,0,0,0,0,-1,9,1,
2008121080394,2,1,1,2,22,5,3,0,0,0,0,-1,9,1,
2008121080404,1,1,3,2,15,3,3,4,4,0,0,-1,0,1,
2008121080418,2,1,2,2,7,2,3,0,0,2,0,-1,9,1,
2008121080418,2,2,2,1,9,2,3,0,0,2,0,-1,9,1,
2008121080418,2,3,2,2,6,2,3,0,0,2,0,-1,9,1,
2008121090133,1,1,3,2,24,5,3,9,5,0,0,-1,0,1,
2008121100372,1,1,1,2,39,7,3,0,0,0,0,-1,1,1,
2008121120183,1,1,3,1,21,5,3,9,7,0,0,-1,0,1,
2009120000327,1,1,1,1,18,4,3,0,0,0,0,-1,9,1,
2009120001621,1,1,1,2,21,5,3,0,0,0,0,-1,9,-1,
2009120002018,1,1,1,1,63,9,2,0,0,0,0,-1,9,3,
2009120002510,2,1,1,2,25,5,3,0,0,0,0,-1,1,1,
2009120002650,2,1,1,1,20,4,2,0,0,0,0,-1,9,2,
2009120002650,2,2,2,1,21,5,2,0,0,1,0,-1,9,1,
2009120002862,1,1,3,1,14,3,3,1,1,0,0,-1,0,1,
2009120002969,1,1,1,1,47,8,3,0,0,0,0,-1,9,1,
2009120002969,3,2,1,1,42,7,3,0,0,0,0,-1,9,3,
2009120003119,1,1,1,1,31,6,3,0,0,0,0,-1,9,1,
2009120003119,2,2,1,1,41,7,3,0,0,0,0,-1,9,-1,
2009120003119,2,3,2,1,42,7,3,0,0,1,0,-1,9,2,
2009120003396,1,1,1,2,19,4,3,0,0,0,0,-1,9,2,
2009120003633,1,1,1,1,56,9,3,0,0,0,0,-1,1,1,
2009120004501,2,1,1,2,42,7,2,0,0,0,0,-1,8,1,
2009120004604,1,1,2,1,15,3,3,0,0,0,3,-1,11,3,
2009120004906,1,1,2,1,10,2,3,0,0,1,0,-1,9,1,
2009120005120,2,1,1,2,30,6,3,0,0,0,0,-1,9,1,
2009120006075,2,1,1,2,48,8,3,0,0,0,0,-1,9,-1,
2009120006267,1,1,1,2,31,6,3,0,0,0,0,-1,9,3,
2009120006705,1,1,2,2,67,10,3,0,0,1,0,-1,9,3,
2009120006795,2,1,1,2,27,6,3,0,0,0,0,-1,1,1,
2009120006829,1,1,1,2,28,6,3,0,0,0,0,-1,1,1,
2009120007251,2,1,1,1,22,5,3,0,0,0,0,-1,1,1,
2009120007385,1,1,1,1,47,8,3,0,0,0,0,-1,11,1,
2009120007385,1,3,2,2,65,9,3,0,0,0,4,-1,11,3,
2009120007385,1,4,2,2,42,7,3,0,0,0,4,-1,11,2,
2009120007385,2,2,1,1,36,7,3,0,0,0,0,-1,19,1,
2009120007811,2,1,1,2,30,6,3,0,0,0,0,-1,9,1,
2009120008467,2,1,1,2,52,8,3,0,0,0,0,-1,9,1,
2009120009487,2,1,1,2,29,6,3,0,0,0,0,-1,1,1,
2009120010211,2,1,1,2,60,9,3,0,0,0,0,-1,1,1,
2009120010480,1,1,1,1,35,6,2,0,0,0,0,-1,3,1,
2009120010523,1,1,1,2,22,5,3,0,0,0,0,-1,9,1,
2009120010602,1,1,1,2,46,8,2,0,0,0,0,-1,9,1,
2009120010780,2,1,1,1,22,5,3,0,0,0,0,-1,9,2,
2009120011484,1,1,1,2,24,5,3,0,0,0,0,-1,9,1,
2009120011484,1,2,2,2,19,4,3,0,0,1,0,-1,9,3,
2009120012306,1,1,2,1,44,7,2,0,0,0,0,-1,19,-1,
2009120012408,2,1,1,1,31,6,3,0,0,0,0,-1,3,1,
2009120013029,2,1,1,1,39,7,3,0,0,0,0,-1,9,1,
2009120013294,1,1,1,1,29,6,3,0,0,0,0,-1,9,1,
2009120013964,1,1,3,2,5,1,3,6,9,0,0,-1,0,1,
2009120014112,1,1,1,1,32,6,3,0,0,0,0,-1,9,1,
2009120014636,1,1,2,1,52,8,3,0,0,1,0,-1,9,2,
2009120015042,1,1,2,2,19,4,3,0,0,1,0,-1,9,1,
2009120015198,2,1,1,1,67,10,3,0,0,0,0,-1,9,1,
2009120016492,2,1,1,1,29,6,3,0,0,0,0,-1,1,3,
2009120016575,1,1,1,1,17,4,3,0,0,0,0,-1,2,1,
2009120016748,1,1,1,1,23,5,2,0,0,0,0,-1,9,3,
2009120016748,1,2,2,1,19,4,2,0,0,1,0,-1,9,3,
2009120016748,1,3,2,1,21,5,3,0,0,2,0,-1,9,1,
2009120017127,2,1,1,2,34,6,3,0,0,0,0,-1,9,3,
2009120017127,2,3,2,2,63,9,3,0,0,1,0,-1,9,3,
2009120017127,3,2,1,2,46,8,3,0,0,0,0,-1,9,-1,
2009120017127,3,4,2,1,58,9,3,0,0,1,0,-1,9,-1,
2009120017171,1,1,1,2,28,6,3,0,0,0,0,-1,2,1,
2009120017273,1,1,1,1,43,7,3,0,0,0,0,-1,9,1,
2009120017273,1,2,2,2,14,3,3,0,0,2,0,-1,9,1,
2009120017273,1,3,2,2,13,3,3,0,0,2,0,-1,9,1,
2009120020975,1,1,2,2,30,6,3,0,0,0,3,-1,11,1,
2009120022059,2,1,1,1,20,4,2,0,0,0,0,-1,9,1,
2009120022562,2,1,1,2,44,7,3,0,0,0,0,-1,1,1,
2009120023695,2,1,1,1,32,6,3,0,0,0,0,-1,1,1,
2009120023919,1,1,1,2,24,5,3,0,0,0,0,-1,9,1,
2009120023919,1,2,2,2,34,6,2,0,0,1,0,-1,9,1,
2009120023931,1,1,1,1,18,4,3,0,0,0,0,-1,9,2,
2009120023931,2,2,1,1,50,8,3,0,0,0,0,-1,9,1,
2009120023931,3,3,1,2,32,6,3,0,0,0,0,-1,9,3,
2009120024084,2,1,1,1,30,6,3,0,0,0,0,-1,1,2,
2009120024881,1,1,3,1,24,5,3,8,8,0,0,-1,0,1,
2009120026297,2,1,1,1,23,5,3,0,0,0,0,-1,19,3,
2009120026297,2,2,2,1,19,4,3,0,0,0,0,-1,19,1,
2009120027426,1,1,2,2,43,7,2,0,0,1,0,-1,9,1,
2009120029403,1,1,3,1,29,6,3,10,9,0,0,-1,0,1,
2009120029589,1,1,1,1,92,11,3,0,0,0,0,-1,1,1,
2009120029808,1,1,3,1,21,5,3,5,3,0,0,-1,0,1,
2009120029847,1,1,3,1,26,6,3,5,1,0,0,-1,0,1,
2009120030370,2,1,1,1,44,7,3,0,0,0,0,-1,9,1,
2009120030370,2,2,2,2,38,7,3,0,0,1,0,-1,9,1,
2009120030370,2,3,2,2,8,2,3,0,0,2,0,-1,9,1,
2009120030463,2,1,1,1,56,9,3,0,0,0,0,-1,9,1,
2009120030865,2,1,1,2,29,6,3,0,0,0,0,-1,9,1,
2009120031157,2,1,1,1,12,3,3,0,0,0,0,-1,1,-1,
2009120031604,1,1,3,1,38,7,2,4,3,0,0,-1,0,1,
2009120031744,1,1,1,1,32,6,2,0,0,0,0,-1,3,1,
2009120032057,1,1,2,1,58,9,3,0,0,0,4,-1,11,1,
2009120033474,1,1,3,1,28,6,3,5,1,0,0,-1,0,1,
2009120035640,1,1,1,2,65,9,3,0,0,0,0,-1,9,1,
2009120035640,1,2,2,2,63,9,3,0,0,1,0,-1,9,1,
2009120035640,1,3,2,2,65,9,3,0,0,2,0,-1,9,1,
2009120035853,2,1,1,1,34,6,3,0,0,0,0,-1,9,-1,
2009120035853,2,2,2,2,30,6,3,0,0,1,0,-1,9,-1,
2009120035994,2,1,1,1,63,9,3,0,0,0,0,-1,1,1,
2009120037256,2,1,1,1,74,10,3,0,0,0,0,-1,1,1,
2009120037352,1,1,3,1,22,5,3,5,3,0,0,-1,0,1,
2009120037867,1,1,3,1,38,7,3,5,1,0,0,-1,0,1,
2009120038382,1,1,3,2,19,4,3,9,9,0,0,-1,0,1,
2009120038861,1,1,2,2,61,9,3,0,0,1,0,-1,9,3,
2009120038861,2,2,1,2,45,7,3,0,0,0,0,-1,9,3,
2009120039681,1,1,1,1,48,8,3,0,0,0,0,-1,9,1,
2009120039801,2,1,1,1,61,9,3,0,0,0,0,-1,1,1,
2009120039825,1,1,3,2,21,5,3,5,9,0,0,-1,0,-1,
2009120040048,1,1,1,2,20,4,3,0,0,0,0,-1,9,1,
2009120040213,2,1,1,1,31,6,3,0,0,0,0,-1,1,1,
2009120040591,2,1,1,1,28,6,3,0,0,0,0,-1,9,1,
2009120040591,3,2,1,1,29,6,3,0,0,0,0,-1,9,1,
2009120041447,2,1,1,2,38,7,3,0,0,0,0,-1,1,1,
2009120041557,1,1,1,1,60,9,2,0,0,0,0,-1,9,2,
2009120041646,1,2,2,2,51,8,3,0,0,1,0,-1,9,-1,
2009120041646,2,1,1,1,47,8,3,0,0,0,0,-1,9,1,
2009120041774,1,1,1,1,37,7,3,0,0,0,0,-1,9,2,
2009120042426,1,1,1,1,28,6,3,0,0,0,0,-1,9,1,
2009120044321,2,1,1,1,3,1,3,0,0,0,0,-1,1,2,
2009120044583,2,1,1,1,75,10,2,0,0,0,0,-1,9,1,
2009120044621,1,1,1,1,22,5,2,0,0,0,0,-1,4,1,
2009120044621,2,2,1,2,35,6,3,0,0,0,0,-1,9,1,
2009120045415,2,1,1,1,34,6,3,0,0,0,0,-1,1,1,
2009120045766,2,1,1,1,28,6,3,0,0,0,0,-1,1,1,
2009120045830,2,1,1,1,11,3,3,0,0,0,0,-1,1,-1,
2009120046444,2,1,1,2,12,3,3,0,0,0,0,-1,1,-1,
2009120046653,1,1,2,1,36,7,3,0,0,0,4,-1,11,1,
2009120046750,1,1,2,2,44,7,3,0,0,0,3,-1,11,2,
2009120046833,1,1,2,2,10,2,3,0,0,2,0,-1,9,1,
2009120046962,2,1,1,1,51,8,3,0,0,0,0,-1,5,1,
2009120047256,2,1,2,2,4,1,3,0,0,0,0,-1,1,3,
2009120048658,1,1,1,2,43,7,3,0,0,0,0,-1,9,2,
2009120049195,1,1,1,2,19,4,3,0,0,0,0,-1,9,2,
2009120049195,2,2,1,2,37,7,3,0,0,0,0,-1,9,2,
2009120049664,1,1,3,1,10,2,3,9,5,0,0,-1,0,1,
2009120050399,1,1,3,1,11,3,3,1,1,0,0,-1,0,1,
2009120050649,1,1,1,1,57,9,3,0,0,0,0,-1,9,1,
2009120050649,1,2,2,1,21,5,3,0,0,1,0,-1,9,1,
2009120050757,1,1,1,1,12,3,3,0,0,0,0,-1,1,1,
2009120051259,2,1,1,2,20,4,3,0,0,0,0,-1,9,1,
2009120051316,2,1,1,2,30,6,3,0,0,0,0,-1,9,2,
2009120051325,2,1,1,1,18,4,3,0,0,0,0,-1,4,1,
2009120051325,2,2,2,1,18,4,3,0,0,0,0,-1,4,1,
2009120052042,1,1,3,2,74,10,2,5,2,0,0,-1,0,1,
2009120052087,1,1,1,1,36,7,3,0,0,0,0,-1,9,3,
2009120052328,2,1,1,1,48,8,3,0,0,0,0,-1,5,1,
2009120052392,1,1,1,1,70,10,3,0,0,0,0,-1,9,1,
2009120052392,2,2,1,2,63,9,3,0,0,0,0,-1,9,1,
2009120052392,2,3,2,2,61,9,3,0,0,2,0,-1,9,1,
2009120052618,2,1,1,1,38,7,3,0,0,0,0,-1,9,3,
2009120052618,2,3,2,1,67,10,3,0,0,1,0,-1,9,3,
2009120052618,2,4,2,2,33,6,2,0,0,2,0,-1,9,3,
2009120052618,2,5,2,1,10,2,3,0,0,2,0,-1,9,3,
2009120052618,3,6,2,2,41,7,3,0,0,1,0,-1,9,3,
2009120052618,3,7,2,2,12,3,3,0,0,2,0,-1,9,3,
2009120052618,3,8,2,1,10,2,3,0,0,2,0,-1,9,3,
2009120052618,4,2,1,1,34,6,3,0,0,0,0,-1,9,1,
2009120052729,1,1,1,2,25,5,2,0,0,0,0,-1,9,1,
2009120052823,2,1,1,2,45,7,2,0,0,0,0,-1,1,1,
2009120053058,2,1,1,1,40,7,3,0,0,0,0,-1,19,1,
2009120053448,2,1,1,1,46,8,3,0,0,0,0,-1,1,1,
2009120053763,2,1,1,1,48,8,3,0,0,0,0,-1,3,1,
2009120053934,1,1,1,1,55,8,3,0,0,0,0,-1,1,1,
2009120054243,1,1,3,2,14,3,3,5,1,0,0,-1,0,1,
2009120054379,2,1,1,1,49,8,3,0,0,0,0,-1,4,-1,
2009120054955,1,1,1,1,15,3,3,0,0,0,0,-1,1,1,
2009120054999,1,1,2,2,4,1,3,0,0,2,0,-1,9,1,
2009120055025,1,1,1,1,14,3,2,0,0,0,0,-1,1,3,
2009120055741,2,1,2,2,44,7,3,0,0,1,0,-1,9,1,
2009120057409,2,1,1,2,23,5,3,0,0,0,0,-1,1,1,
2009120057585,1,1,1,1,62,9,3,0,0,0,0,-1,8,1,
2009120057765,1,1,1,1,28,6,2,0,0,0,0,-1,5,3,
2009120058100,2,1,1,1,18,4,3,0,0,0,0,-1,2,2,
2009120058469,1,1,1,2,36,7,3,0,0,0,0,-1,9,3,
2009120058695,1,1,3,2,40,7,3,5,1,0,0,-1,0,1,
2009120060044,1,1,1,1,50,8,3,0,0,0,0,-1,3,1,
2009120060288,1,1,1,1,47,8,3,0,0,0,0,-1,5,1,
2009120060399,1,3,1,1,51,8,3,0,0,0,0,-1,9,2,
2009120060399,1,4,2,2,43,7,2,0,0,2,0,-1,9,1,
2009120060399,1,5,2,1,62,9,3,0,0,2,0,-1,9,1,
2009120060399,2,1,1,1,21,5,3,0,0,0,0,-1,8,1,
2009120060399,2,2,2,1,23,5,3,0,0,1,0,-1,8,1,
